File	proportion
Klebsiella_variicola_At_22_uid42113	0.000750473
Shewanella_loihica_PV_4_uid58349	0.000749978
Helicobacter_pylori_G27_uid59305	0.000749116
Aeropyrum_pernix_K1_uid57757	0.000748186
Escherichia_fergusonii_ATCC_35469_uid59375	0.000747717
Sulfuricurvum_kujiense_DSM_16994_uid60789	0.000747338
Coprothermobacter_proteolyticus_DSM_5265_uid59253	0.000747334
Mycobacterium_smegmatis_MC2_155_uid57701	0.000747277
Legionella_longbeachae_NSW150_uid46099	0.000747105
Legionella_pneumophila_Corby_uid58733	0.00074668
Staphylococcus_aureus_N315_uid57837	0.00074533
Dehalococcoides_BAV1_uid58477	0.000744791
Streptococcus_equi_zooepidemicus_uid59261	0.000744414
Clostridium_lentocellum_DSM_5427_uid49117	0.000744165
Streptococcus_pneumoniae_CGSP14_uid59181	0.00074246
Metallosphaera_cuprina_Ar_4_uid66329	0.000740319
Prochlorococcus_marinus_CCMP1375_uid57995	0.000740074
Helicobacter_pylori_HPAG1_uid58517	0.000739717
Vibrio_cholerae_O1_biovar_El_Tor_N16961_uid57623	0.000738642
Ferroglobus_placidus_DSM_10642_uid40863	0.000738112
Haemophilus_influenzae_Rd_KW20_uid57771	0.000734969
Carboxydothermus_hydrogenoformans_Z_2901_uid57821	0.000733711
Magnetospirillum_magneticum_AMB_1_uid58527	0.000733404
Burkholderia_mallei_ATCC_23344_uid57725	0.000732834
Propionibacterium_freudenreichii_shermanii_CIRM_BIA1_uid49535	0.000732749
Streptococcus_mitis_B6_uid46097	0.000732356
Geobacter_uraniireducens_Rf4_uid58475	0.000732333
Paludibacter_propionicigenes_WB4_uid60725	0.000731908
Alkaliphilus_oremlandii_OhILAs_uid58495	0.000731649
Acidilobus_saccharovorans_345_15_uid51395	0.000731516
Clavibacter_michiganensis_sepedonicus_uid61577	0.000730106
Bacillus_cereus_E33L_uid58103	0.000728807
Leptotrichia_buccalis_C_1013_b_uid59211	0.000728191
Bacillus_pseudofirmus_OF4_uid45847	0.000727064
Pseudomonas_fulva_12_X_uid67351	0.000726653
Streptococcus_pseudopneumoniae_IS7493_uid71153	0.000725098
Rickettsia_bellii_OSU_85_389_uid58681	0.000724061
Coriobacterium_glomerans_PW2_uid65787	0.000721799
Prochlorococcus_marinus_NATL1A_uid58423	0.000721642
Escherichia_coli__BL21_Gold_DE3_pLysS_AG__uid59245	0.000721547
Haliangium_ochraceum_DSM_14365_uid41425	0.000721524
Candidatus_Ruthia_magnifica_Cm__Calyptogena_magnifica__uid58645	0.000721105
Methanocaldococcus_fervens_AG86_uid59347	0.000718385
Staphylococcus_aureus_NCTC_8325_uid57795	0.000718322
Thermoplasma_volcanium_GSS1_uid57751	0.000718218
Prevotella_denticola_F0289_uid65091	0.000718003
Treponema_brennaborense_DSM_12168_uid66607	0.000715725
Rhodococcus_jostii_RHA1_uid58325	0.00071537
Polynucleobacter_necessarius_STIR1_uid58967	0.000715135
Halorhabdus_utahensis_DSM_12940_uid59189	0.000714194
Synechococcus_elongatus_PCC_6301_uid58235	0.000713934
Nitrosomonas_Is79A3_uid68745	0.000712828
Lactobacillus_plantarum_ST_III_uid53537	0.000712577
Caulobacter_segnis_ATCC_21756_uid41709	0.000711206
Bifidobacterium_animalis_lactis_Bl_04_uid59359	0.000710773
Nitrobacter_winogradskyi_Nb_255_uid58295	0.000710272
Escherichia_coli_E24377A_uid58395	0.000709989
Mycobacterium_JLS_uid58489	0.000708382
Xanthomonas_axonopodis_citrumelo_F1_uid73179	0.000708255
Symbiobacterium_thermophilum_IAM_14863_uid58165	0.000708204
Fluviicola_taffensis_DSM_16823_uid65271	0.000707837
Corynebacterium_efficiens_YS_314_uid62905	0.000705109
Bifidobacterium_longum_JCM_1217_uid62695	0.000704435
Muricauda_ruestringensis_DSM_13258_uid72479	0.000704371
Streptomyces_cattleya_NRRL_8057_uid77117	0.000703869
Hirschia_baltica_ATCC_49814_uid59365	0.000703852
Acidovorax_JS42_uid58427	0.000702275
Terriglobus_saanensis_SP1PR4_uid53251	0.000700527
Ignicoccus_hospitalis_KIN4_I_uid58365	0.000700348
Chlamydophila_abortus_S26_3_uid57963	0.00069926
Geobacter_sulfurreducens_PCA_uid57743	0.00069919
Xanthomonas_campestris_B100_uid61643	0.000698295
Hahella_chejuensis_KCTC_2396_uid58483	0.000698076
Rickettsia_rickettsii__Sheila_Smith__uid58027	0.000698067
Thermoanaerobacter_pseudethanolicus_ATCC_33223_uid58339	0.000697833
Xylella_fastidiosa_M23_uid58809	0.000697244
Desulfotomaculum_kuznetsovii_DSM_6115_uid67357	0.000696864
Leuconostoc_gasicomitatum_LMG_18811_uid50385	0.000696517
Methylobacterium_extorquens_PA1_uid58821	0.000696493
Rhodopseudomonas_palustris_CGA009_uid62901	0.000694971
Escherichia_coli_IAI1_uid59377	0.000694137
Lactobacillus_reuteri_DSM_20016_uid58471	0.000692388
Bacillus_cereus_Q1_uid58529	0.000690332
Methanotorris_igneus_Kol_5_uid67321	0.000689242
Staphylococcus_aureus_Newman_uid58839	0.000689001
Frankia_alni_ACN14a_uid58695	0.000687245
Sulfobacillus_acidophilus_TPY_uid68841	0.000687156
Thermococcus_onnurineus_NA1_uid59043	0.00068679
Oligotropha_carboxidovorans_OM5_uid59155	0.000686632
Streptococcus_pyogenes_MGAS6180_uid58335	0.000686041
Ramlibacter_tataouinensis_TTB310_uid68279	0.000683951
Clostridium_difficile_R20291_uid40921	0.000682924
Desulfomicrobium_baculatum_DSM_4028_uid59217	0.000682594
Delftia_Cs1_4_uid67319	0.0006809
Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	0.000680618
Sulfurimonas_autotrophica_DSM_16294_uid53043	0.00067978
Methylocella_silvestris_BL2_uid59433	0.000679631
Methylobacterium_populi_BJ001_uid58937	0.000679339
Streptococcus_pyogenes_M1_GAS_uid57845	0.000679157
Nitratiruptor_SB155_2_uid58861	0.000678938
Geobacter_lovleyi_SZ_uid58713	0.000678283
Klebsiella_pneumoniae_MGH_78578_uid57619	0.000676625
Micromonospora_L5_uid45895	0.000673625
Staphylococcus_aureus_USA300_TCH1516_uid58925	0.00067294
Buchnera_aphidicola__Cinara_tujafilina__uid68101	0.000672841
Denitrovibrio_acetiphilus_DSM_12809_uid46657	0.000672687
Sulfurimonas_denitrificans_DSM_1251_uid58185	0.000672628
Aeromonas_veronii_B565_uid66323	0.000672162
Xanthomonas_campestris_ATCC_33913_uid57887	0.00067204
Lactobacillus_sakei_23K_uid58281	0.000671776
Pseudomonas_mendocina_ymp_uid58723	0.000671612
Haloarcula_hispanica_ATCC_33960_uid72475	0.000671095
Methylovorus_MP688_uid60723	0.000670472
Clostridium_cellulovorans_743B_uid51503	0.000669894
Yersinia_pestis_Pestoides_F_uid58619	0.000667081
Variovorax_paradoxus_EPS_uid62107	0.000667071
Rhodobacter_capsulatus_SB_1003_uid47509	0.000666368
Anaeromyxobacter_dehalogenans_2CP_1_uid58989	0.000665856
Bifidobacterium_longum_DJO10A_uid58833	0.000665374
Lactobacillus_rhamnosus_Lc_705_uid59315	0.000665119
Ehrlichia_ruminantium_Gardel_uid58245	0.000664472
Moraxella_catarrhalis_RH4_uid48809	0.000664154
Mycobacterium_avium_paratuberculosis_K_10_uid57699	0.000664031
Anaeromyxobacter_dehalogenans_2CP_C_uid58135	0.000663756
Acholeplasma_laidlawii_PG_8A_uid58901	0.000663176
Rickettsia_peacockii_Rustic_uid59301	0.000662664
Edwardsiella_ictaluri_93_146_uid59403	0.00066003
Streptococcus_pneumoniae_TCH8431_19A_uid49735	0.000659442
Neisseria_gonorrhoeae_NCCP11945_uid59191	0.000659206
Methanococcus_maripaludis_C7_uid58847	0.000658945
Acidaminococcus_intestini_RyC_MR95_uid74445	0.000658726
Neorickettsia_risticii_Illinois_uid58889	0.000658679
Sodalis_glossinidius__morsitans__uid58553	0.000658435
Jonesia_denitrificans_DSM_20603_uid59053	0.000658061
Bacteroides_vulgatus_ATCC_8482_uid58253	0.000657283
Thermus_scotoductus_SA_01_uid62273	0.000657253
Escherichia_coli_O111_H__11128_uid41023	0.000656403
Brucella_ovis_ATCC_25840_uid58113	0.000655824
Cytophaga_hutchinsonii_ATCC_33406_uid57651	0.000654656
Halopiger_xanaduensis_SH_6_uid68105	0.000653724
Streptococcus_mutans_UA159_uid57947	0.000652162
Maricaulis_maris_MCS10_uid58689	0.000651856
Akkermansia_muciniphila_ATCC_BAA_835_uid58985	0.000651157
Geodermatophilus_obscurus_DSM_43160_uid43725	0.000650462
Staphylococcus_aureus_MRSA252_uid57839	0.000650337
Bifidobacterium_animalis_lactis_AD011_uid58911	0.000649868
Desulfurococcus_mucosus_DSM_2162_uid62227	0.000649333
Zymomonas_mobilis_ZM4_uid58095	0.000649209
Baumannia_cicadellinicola_Hc__Homalodisca_coagulata__uid58111	0.000649037
Exiguobacterium_sibiricum_255_15_uid58053	0.000648899
Mycobacterium_africanum_GM041182_uid68839	0.000648174
Streptococcus_pyogenes_MGAS10270_uid58571	0.000648039
Methanosphaera_stadtmanae_DSM_3091_uid58407	0.000647976
Burkholderia_JV3_uid72473	0.000647945
Conexibacter_woesei_DSM_14684_uid43467	0.000647651
Truepera_radiovictrix_DSM_17093_uid49533	0.000647482
Candidatus_Blochmannia_floridanus_uid57999	0.000646674
Kocuria_rhizophila_DC2201_uid59099	0.000645594
Campylobacter_hominis_ATCC_BAA_381_uid58981	0.000644814
Sphingobium_japonicum_UT26S_uid47077	0.000644317
Methanocaldococcus_jannaschii_DSM_2661_uid57713	0.000644192
Marivirga_tractuosa_DSM_4126_uid60837	0.000643254
Thermodesulfovibrio_yellowstonii_DSM_11347_uid59257	0.000642818
Desulfohalobium_retbaense_DSM_5692_uid59183	0.00064175
Klebsiella_pneumoniae_NTUH_K2044_uid59073	0.000641425
Roseiflexus_castenholzii_DSM_13941_uid58287	0.000641158
Leptospira_interrogans_serovar_Lai_56601_uid57881	0.000640709
Mycoplasma_pneumoniae_M129_uid57709	0.000640183
Ignisphaera_aggregans_DSM_17230_uid51875	0.000640013
Mycoplasma_bovis_PG45_uid60859	0.000638662
Dickeya_dadantii_Ech586_uid42519	0.000637929
Synechococcus_CC9311_uid58123	0.000637139
Ureaplasma_urealyticum_serovar_10_ATCC_33699_uid59011	0.000636749
Escherichia_coli_B_REL606_uid58803	0.000636538
Francisella_philomiragia_ATCC_25017_uid59105	0.000635448
Clostridium_SY8519_uid68705	0.000635349
Taylorella_asinigenitalis_MCE3_uid73771	0.000634041
Rickettsia_rickettsii_Iowa_uid58961	0.000632848
Thermoanaerobacter_brockii_finnii_Ako_1_uid55639	0.000632821
Staphylococcus_aureus_ED98_uid41455	0.000632812
Shewanella_oneidensis_MR_1_uid57949	0.000632638
Tepidanaerobacter_Re1_uid66873	0.000632405
Edwardsiella_tarda_EIB202_uid41819	0.000631905
Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065	0.000631616
Roseobacter_denitrificans_OCh_114_uid58597	0.000631382
Halothiobacillus_neapolitanus_c2_uid41317	0.000631307
Lactococcus_lactis_cremoris_MG1363_uid58837	0.000631135
Buchnera_aphidicola_Tuc7__Acyrthosiphon_pisum__uid59283	0.000630814
Xylanimonas_cellulosilytica_DSM_15894_uid41935	0.000628928
Staphylothermus_hellenicus_DSM_12710_uid45893	0.000627681
Elusimicrobium_minutum_Pei191_uid58949	0.00062768
Polynucleobacter_necessarius_asymbioticus_QLW_P1DMWA_1_uid58611	0.000626785
Shewanella_baltica_OS195_uid58261	0.000626266
Bacillus_subtilis_BSn5_uid62463	0.000625348
Borrelia_hermsii_DAH_uid59225	0.000624615
Corynebacterium_glutamicum_ATCC_13032_uid57905	0.000623514
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915	0.000623456
Yersinia_pestis_Nepal516_uid58609	0.000623446
Marinomonas_MWYL1_uid58715	0.000623315
Enterococcus_faecalis_V583_uid57669	0.000622685
Yersinia_pestis_Antiqua_uid58607	0.000622558
Leuconostoc_kimchii_IMSNU_11154_uid48589	0.000622074
Yersinia_pseudotuberculosis_PB1__uid59153	0.000621675
Yersinia_pseudotuberculosis_YPIII_uid59151	0.000620857
Pseudomonas_syringae_B728a_uid57931	0.000620596
Pseudomonas_syringae_tomato_DC3000_uid57967	0.00061892
Chlamydia_trachomatis_L2c_uid68843	0.000618588
Shewanella_sediminis_HAW_EB3_uid58835	0.000618123
Arcobacter_nitrofigilis_DSM_7299_uid49001	0.000617695
Sulfolobus_tokodaii_7_uid57807	0.000617485
Lactobacillus_johnsonii_FI9785_uid41735	0.000616968
Sulfolobus_islandicus_M_16_27_uid58851	0.000616946
Bdellovibrio_bacteriovorus_HD100_uid61595	0.000616419
Yersinia_pestis_CO92_uid57621	0.000616128
Bacillus_subtilis_spizizenii_W23_uid51879	0.000615272
Nanoarchaeum_equitans_Kin4_M_uid58009	0.000614877
Candidatus_Midichloria_mitochondrii_IricVA_uid68687	0.000614809
Pedobacter_saltans_DSM_12145_uid61349	0.000613678
Caulobacter_crescentus_CB15_uid57891	0.000613638
Acinetobacter_baumannii_AB307_0294_uid59271	0.000612841
Methanopyrus_kandleri_AV19_uid57883	0.000612789
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163	0.000612738
Shewanella_baltica_OS185_uid58743	0.000612493
Desulfitobacterium_hafniense_Y51_uid58605	0.000612469
Lactobacillus_casei_Zhang_uid50673	0.000612056
Neisseria_meningitidis_alpha14_uid61649	0.00061174
Pyrobaculum_aerophilum_IM2_uid57727	0.000611103
Escherichia_coli_ED1a_uid59379	0.000610119
Thermoproteus_tenax_Kra_1_uid74443	0.000609517
Streptococcus_suis_05ZYH33_uid58663	0.000608449
Desulfovibrio_alaskensis_G20_uid57941	0.000607829
Thermosynechococcus_elongatus_BP_1_uid57907	0.000607573
Collimonas_fungivorans_Ter331_uid70793	0.000607461
Mycobacterium_tuberculosis_H37Rv_uid57777	0.000606527
Vibrio_fischeri_MJ11_uid58907	0.000606416
Desulfotomaculum_reducens_MI_1_uid58277	0.000606301
Haloquadratum_walsbyi_DSM_16790_uid58673	0.000606132
Streptococcus_thermophilus_LMD_9_uid58327	0.000604972
Lactobacillus_salivarius_UCC118_uid58233	0.000604742
Methanococcus_vannielii_SB_uid58767	0.000604341
Streptomyces_SirexAA_E_uid72627	0.000604082
Ruminococcus_albus_7_uid51721	0.00060194
Mesoplasma_florum_L1_uid58055	0.000601814
Campylobacter_jejuni_NCTC_11168_uid57587	0.000601811
Rickettsia_akari_Hartford_uid58161	0.000601783
Gardnerella_vaginalis_409_05_uid43211	0.000601261
Haemophilus_parasuis_SH0165_uid59273	0.000600843
Candidatus_Blochmannia_pennsylvanicus_BPEN_uid58329	0.000600625
Halomonas_elongata_DSM_2581_uid52781	0.000599734
Propionibacterium_acnes_KPA171202_uid58101	0.000599703
Methylibium_petroleiphilum_PM1_uid58085	0.000597208
Propionibacterium_acnes_SK137_uid48071	0.0005972
Sorangium_cellulosum__So_ce_56__uid61629	0.000596768
Helicobacter_pylori_P12_uid59327	0.000596618
Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	0.000595935
Pectobacterium_carotovorum_PC1_uid59295	0.000594298
Methylobacterium_nodulans_ORS_2060_uid59023	0.000593671
Cenarchaeum_symbiosum_A_uid61411	0.00059345
Pyrococcus_abyssi_GE5_uid62903	0.000593212
Rhodomicrobium_vannielii_ATCC_17100_uid43247	0.000592818
Clostridium_phytofermentans_ISDg_uid58519	0.000592425
Mycoplasma_suis_KI3806_uid63665	0.000592294
Desulfotalea_psychrophila_LSv54_uid58153	0.000592064
Flavobacteriales_bacterium_HTCC2170_uid51877	0.000590934
Zobellia_galactanivorans_uid70621	0.000590457
Xylella_fastidiosa_Temecula1_uid57869	0.000590227
Bifidobacterium_bifidum_S17_uid59545	0.000590193
Clostridium_botulinum_F_Langeland_uid58929	0.000589993
Thermofilum_pendens_Hrk_5_uid58563	0.000589774
Spirochaeta_coccoides_DSM_17374_uid66331	0.000589755
Arthrobacter_arilaitensis_Re117_uid53509	0.000589549
Bradyrhizobium_BTAi1_uid58505	0.000589176
Francisella_tularensis_holarctica_OSU18_uid58687	0.000588842
Parabacteroides_distasonis_ATCC_8503_uid58301	0.000587996
Acidithiobacillus_ferrooxidans_ATCC_53993_uid58613	0.000587631
Bartonella_tribocorum_CIP_105476_uid59129	0.000586804
Nakamurella_multipartita_DSM_44233_uid59221	0.000586329
Kosmotoga_olearia_TBF_19_5_1_uid59205	0.000586125
Clostridium_difficile_CD196_uid41017	0.000586077
Shewanella_halifaxensis_HAW_EB4_uid59007	0.000585551
Chlamydophila_caviae_GPIC_uid57783	0.000585538
Orientia_tsutsugamushi_Boryong_uid61621	0.000584874
Mycobacterium_leprae_TN_uid57697	0.000582469
Rhodopirellula_baltica_SH_1_uid61589	0.000582171
Streptococcus_pyogenes_NZ131_uid59035	0.000582064
Thermotoga_thermarum_DSM_5069_uid68449	0.000581699
Thermoproteus_uzoniensis_768_20_uid65089	0.000581651
Kitasatospora_setae_KM_6054_uid77027	0.000581423
Streptococcus_pneumoniae_R6_uid57859	0.000581322
Acidaminococcus_fermentans_DSM_20731_uid43471	0.000581302
Planctomyces_brasiliensis_DSM_5305_uid60583	0.000581137
Burkholderia_mallei_NCTC_10229_uid58383	0.000581114
Clostridium_beijerinckii_NCIMB_8052_uid58137	0.00058056
Streptococcus_pyogenes_MGAS9429_uid58569	0.000579786
Streptosporangium_roseum_DSM_43021_uid42521	0.000579167
Treponema_primitia_ZAS_2_uid67367	0.000578848
Rickettsia_canadensis_McKiel_uid58159	0.000578744
Escherichia_coli_55989_uid59383	0.000577481
Aggregatibacter_aphrophilus_NJ8700_uid59407	0.000577129
Magnetococcus_MC_1_uid57833	0.000576782
Bacillus_cereus_G9842_uid58759	0.00057609
Candidatus_Amoebophilus_asiaticus_5a2_uid58963	0.000575714
Shewanella_W3_18_1_uid58341	0.000575413
Cellulophaga_lytica_DSM_7489_uid63401	0.000575294
Shewanella_MR_4_uid58345	0.000575157
Colwellia_psychrerythraea_34H_uid57855	0.000574575
Mycoplasma_bovis_Hubei_1_uid68691	0.000574489
Bifidobacterium_longum_infantis_157F_uid62693	0.000574461
Shewanella_baltica_OS155_uid58259	0.000574401
Streptococcus_agalactiae_A909_uid57935	0.000574258
Staphylococcus_pseudintermedius_HKU10_03_uid62125	0.000573085
Acidothermus_cellulolyticus_11B_uid58501	0.000572363
Methylococcus_capsulatus_Bath_uid57607	0.000572114
Methanococcus_voltae_A3_uid49529	0.00057189
Jannaschia_CCS1_uid58147	0.000571674
Achromobacter_xylosoxidans_A8_uid59899	0.00057138
Methylotenera_mobilis_JLW8_uid59373	0.000570784
Bacillus_thuringiensis_BMB171_uid49135	0.000569969
Phenylobacterium_zucineum_HLK1_uid58959	0.00056978
Shewanella_putrefaciens_CN_32_uid58267	0.000569405
Mycoplasma_hominis_ATCC_23114_uid41875	0.000569245
Escherichia_coli_APEC_O1_uid58623	0.000569162
Chlamydophila_pecorum_E58_uid66295	0.000568906
Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511	0.000568904
Desulfovibrio_salexigens_DSM_2638_uid59223	0.000567947
Photorhabdus_asymbiotica_ATCC_43949_uid59243	0.000567392
Campylobacter_lari_RM2100_uid58115	0.000567035
Chlamydophila_psittaci_6BC_uid63621	0.000566779
Saccharophagus_degradans_2_40_uid57921	0.000566575
Methanobacterium_AL_21_uid63623	0.000565736
Weissella_koreensis_KACC_15510_uid68837	0.000564971
Thioalkalivibrio_sulfidophilus_HL_EbGr7_uid59179	0.000564537
Chlamydophila_felis_Fe_C_56_uid57971	0.000564156
Halobacterium_NRC_1_uid57769	0.000564113
Thermococcus_sibiricus_MM_739_uid59399	0.000563931
Enterobacter_cloacae_SCF1_uid59969	0.000563812
Shigella_flexneri_2a_301_uid62907	0.000563044
Brucella_melitensis_ATCC_23457_uid59241	0.000562858
Pseudoxanthomonas_spadix_BD_a59_uid75113	0.000562582
Vibrio_anguillarum_775_uid68057	0.000561629
Candidatus_Carsonella_ruddii_uid58773	0.000560876
Wolbachia_wRi_uid59371	0.000559544
Methanococcus_aeolicus_Nankai_3_uid58823	0.000559436
Streptococcus_pneumoniae_Taiwan19F_14_uid59119	0.00055927
Odoribacter_splanchnicus_DSM_20712_uid63397	0.000559145
Methylobacterium_chloromethanicum_CM4_uid58933	0.000559011
Proteus_mirabilis_HI4320_uid61599	0.000558686
Myxococcus_xanthus_DK_1622_uid58003	0.000558462
Francisella_tularensis_holarctica_FTNF002_00_uid58999	0.00055846
Leadbetterella_byssophila_DSM_17132_uid60161	0.000558143
Bacillus_subtilis_168_uid57675	0.000558121
Lactobacillus_ruminis_ATCC_27782_uid73417	0.000557703
Novosphingobium_PP1Y_uid67383	0.000557691
Mycoplasma_hyopneumoniae_7448_uid58039	0.000557517
Pseudomonas_fluorescens_Pf0_1_uid57591	0.000557347
Bacteroides_fragilis_NCTC_9343_uid57639	0.000556607
Escherichia_coli_UMN026_uid62981	0.000556282
Escherichia_coli_O127_H6_E2348_69_uid59343	0.000556271
Marinomonas_posidonica_IVIA_Po_181_uid67323	0.000556047
Escherichia_coli_ATCC_8739_uid58783	0.00055587
Desulfovibrio_vulgaris__Miyazaki_F__uid59089	0.000555485
Acidianus_hospitalis_W1_uid66875	0.000555138
Escherichia_coli_O103_H2_12009_uid41013	0.00055497
Rhizobium_leguminosarum_bv__trifolii_WSM2304_uid58997	0.000554583
Pantoea_vagans_C9_1_uid49871	0.000553367
Candidatus_Protochlamydia_amoebophila_UWE25_uid58079	0.000553247
Synechococcus_JA_3_3Ab_uid58535	0.000552551
Planctomyces_limnophilus_DSM_3776_uid48643	0.000552294
Lactobacillus_delbrueckii_bulgaricus_ND02_uid60621	0.000552047
Mycobacterium_MCS_uid58465	0.000552002
Desulfurispirillum_indicum_S5_uid45897	0.000551726
Staphylococcus_saprophyticus_ATCC_15305_uid58411	0.000551026
Vulcanisaeta_moutnovskia_768_28_uid63631	0.000550209
Methanoplanus_petrolearius_DSM_11571_uid52695	0.000550173
Exiguobacterium_AT1b_uid59093	0.000549925
Mycobacterium_leprae_Br4923_uid59293	0.000549152
Rickettsia_conorii_Malish_7_uid57633	0.000549143
Dictyoglomus_thermophilum_H_6_12_uid59439	0.000548918
Lactobacillus_casei_BL23_uid59237	0.000548783
Roseburia_hominis_A2_183_uid73419	0.000548739
Acidobacterium_MP5ACTX9_uid50551	0.000548563
Saccharomonospora_viridis_DSM_43017_uid59055	0.000548462
Mycoplasma_suis_Illinois_uid61897	0.000548158
Rhodothermus_marinus_DSM_4252_uid41729	0.000548076
Tropheryma_whipplei_Twist_uid57705	0.000547729
Mycoplasma_hyorhinis_HUB_1_uid51695	0.000547235
Bacillus_pumilus_SAFR_032_uid59017	0.000547037
Candidatus_Chloracidobacterium_thermophilum_B_uid73587	0.000546554
Fervidobacterium_nodosum_Rt17_B1_uid58625	0.000545823
Thermomonospora_curvata_DSM_43183_uid41885	0.000545574
Thermosipho_africanus_TCF52B_uid59095	0.000544253
Clostridium_botulinum_B1_Okra_uid59147	0.000544204
Janthinobacterium_Marseille_uid58603	0.000544173
Taylorella_equigenitalis_MCE9_uid62103	0.000544029
Thiomicrospira_crunogena_XCL_2_uid58183	0.000543933
Cellulomonas_fimi_ATCC_484_uid66779	0.000543114
Gemmatimonas_aurantiaca_T_27_uid58813	0.000543073
Synechococcus_JA_2_3B_a_2_13__uid58537	0.00054298
Streptomyces_violaceusniger_Tu_4113_uid52609	0.000542537
Buchnera_aphidicola_Sg__Schizaphis_graminum__uid57913	0.000542191
Coxiella_burnetii_CbuG_Q212_uid58893	0.000542151
Chlorobium_luteolum_DSM_273_uid58175	0.000541888
Escherichia_coli_UTI89_uid58541	0.000541701
Rickettsia_africae_ESF_5_uid58799	0.000540299
Francisella_tularensis_mediasiatica_FSC147_uid58939	0.000540051
Streptococcus_gallolyticus_UCN34_uid46061	0.000538692
Shigella_flexneri_2a_2457T_uid57991	0.000538635
Cyclobacterium_marinum_DSM_745_uid71485	0.000538548
Lactobacillus_amylovorus_GRL_1112_uid61179	0.000536962
Shewanella_MR_7_uid58343	0.000536899
Mycobacterium_Spyr1_uid61403	0.000536739
Meiothermus_ruber_DSM_1279_uid46661	0.000536265
Caldicellulosiruptor_hydrothermalis_108_uid60157	0.000536123
Methylacidiphilum_infernorum_V4_uid59161	0.000535725
Streptococcus_suis_BM407_uid59321	0.000535508
Campylobacter_jejuni_81_176_uid58503	0.000535051
Eubacterium_eligens_ATCC_27750_uid59171	0.000534998
Bacillus_halodurans_C_125_uid57791	0.000534967
Deinococcus_maricopensis_DSM_21211_uid62225	0.000534443
Rhizobium_leguminosarum_bv__trifolii_WSM1325_uid58991	0.000534029
Shigella_dysenteriae_Sd197_uid58213	0.000533966
Xanthomonas_oryzae_PXO99A_uid59131	0.00053366
Bacillus_thuringiensis_serovar_konkukian_97_27_uid58089	0.000533413
Chromobacterium_violaceum_ATCC_12472_uid58001	0.000532243
Vulcanisaeta_distributa_DSM_14429_uid52827	0.000531926
Anaplasma_phagocytophilum_HZ_uid57951	0.000531918
Shewanella_ANA_3_uid58347	0.000531698
Bacillus_cereus_ATCC_10987_uid57673	0.00053104
Thermincola_potens_JR_uid48823	0.000530564
Salinispora_arenicola_CNS_205_uid58659	0.000530365
Bacillus_cereus_biovar_anthracis_CI_uid50615	0.000529177
Yersinia_pseudotuberculosis_IP_31758_uid58487	0.000529128
Rhizobium_etli_CIAT_652_uid59115	0.000528592
Xanthomonas_oryzae_KACC10331_uid58155	0.000528409
Escherichia_coli_536_uid58531	0.00052814
Cyanothece_ATCC_51142_uid59013	0.000527641
Eubacterium_rectale_ATCC_33656_uid59169	0.000526977
Thermobaculum_terrenum_ATCC_BAA_798_uid42011	0.000526386
Pseudomonas_putida_GB_1_uid58735	0.000526183
Pseudoalteromonas_SM9913_uid61247	0.000526095
Corynebacterium_aurimucosum_ATCC_700975_uid59409	0.000525689
Streptococcus_equi_zooepidemicus_MGCS10565_uid59263	0.000525664
Ruegeria_pomeroyi_DSS_3_uid57863	0.000523141
Methylomicrobium_alcaliphilum_uid77119	0.000522971
Pelobacter_carbinolicus_DSM_2380_uid58241	0.000522676
Shewanella_piezotolerans_WP3_uid58745	0.000522105
Finegoldia_magna_ATCC_29328_uid58867	0.000521736
Burkholderia_mallei_ATCC_23344_uid57725	0.000521004
Simkania_negevensis_Z_uid68451	0.000520849
Cyanothece_PCC_7425_uid59435	0.000519985
Alicycliphilus_denitrificans_BC_uid49953	0.000519465
Vibrio_parahaemolyticus_RIMD_2210633_uid57969	0.000519114
Salmonella_enterica_serovar_Newport_SL254_uid58831	0.000516239
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207	0.000515169
Glaciecola_4H_3_7_YE_5_uid66595	0.000514534
Xanthobacter_autotrophicus_Py2_uid58453	0.000513636
Borrelia_burgdorferi_ZS7_uid59429	0.000512447
Desulfobacterium_autotrophicum_HRM2_uid59061	0.000512282
Bacteroides_fragilis_YCH46_uid58195	0.000510576
Butyrivibrio_proteoclasticus_B316_uid51489	0.000506801
Ruminococcus_albus_7_uid51721	0.000504552
Burkholderia_pseudomallei_668_uid58389	0.000498128
Arthrobacter_phenanthrenivorans_Sphe3_uid63629	0.000497798
Lactococcus_lactis_cremoris_SK11_uid57983	0.000496698
Gluconacetobacter_xylinus_NBRC_3288_uid46523	0.000495158
Arthrobacter_chlorophenolicus_A6_uid58969	0.000492399
Deinococcus_proteolyticus_MRP_uid63399	0.000491983
Agrobacterium_vitis_S4_uid58249	0.000490051
Ralstonia_pickettii_12D_uid58859	0.000482937
Bacillus_weihenstephanensis_KBAB4_uid58315	0.000482373
